ingredient_a,ingredient_b,severity,source,source_version,description
isosorbide dinitrate,vardenafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
isosorbide mononitrate,sildenafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
isosorbide mononitrate,tadalafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
isosorbide mononitrate,vardenafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
itraconazole,lovastatin,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Miopatia/rabdomiolisis por aumento marcado de la estatina: simvastatina/lovastatina estan contraindicadas con inhibidores fuertes de CYP3A4.
itraconazole,simvastatin,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Miopatia/rabdomiolisis por aumento marcado de la estatina: simvastatina/lovastatina estan contraindicadas con inhibidores fuertes de CYP3A4.
ketoconazole,lovastatin,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Miopatia/rabdomiolisis por aumento marcado de la estatina: simvastatina/lovastatina estan contraindicadas con inhibidores fuertes de CYP3A4.
ketoconazole,simvastatin,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Miopatia/rabdomiolisis por aumento marcado de la estatina: simvastatina/lovastatina estan contraindicadas con inhibidores fuertes de CYP3A4.
ketorolac,lisinopril,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
ketorolac,losartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
ketorolac,methotrexate,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Aumento de la toxicidad por metotrexato (mielosupresion, dano renal) por reduccion de la eliminacion renal, sobre todo con dosis altas o deterioro renal."
ketorolac,ramipril,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
ketorolac,telmisartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
ketorolac,valsartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
ketorolac,warfarin,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo aumentado de sangrado por efecto sinergico sobre la hemostasia.
linezolid,meperidine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
linezolid,naratriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
linezolid,nortriptyline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Crisis hipertensiva y sindrome serotoninergico por potenciacion adrenergica/serotoninergica. Evitar; respetar periodo de lavado al cambiar entre ellos.
linezolid,paroxetine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
linezolid,rizatriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
linezolid,sertraline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
linezolid,sumatriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
linezolid,tramadol,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
linezolid,venlafaxine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
linezolid,zolmitriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
lisinopril,meloxicam,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
lisinopril,naproxen,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
lisinopril,potassium chloride,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por aporte externo de potasio.
lisinopril,spironolactone,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por retencion de potasio.
lorazepam,morphine,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Depresion respiratoria, sedacion profunda y riesgo de muerte por depresion del SNC sumada."
lorazepam,oxycodone,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Depresion respiratoria, sedacion profunda y riesgo de muerte por depresion del SNC sumada."
lorazepam,tramadol,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Depresion respiratoria, sedacion profunda y riesgo de muerte por depresion del SNC sumada."
losartan,meloxicam,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
losartan,naproxen,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
losartan,potassium chloride,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por aporte externo de potasio.
losartan,spironolactone,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por retencion de potasio.
meloxicam,methotrexate,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Aumento de la toxicidad por metotrexato (mielosupresion, dano renal) por reduccion de la eliminacion renal, sobre todo con dosis altas o deterioro renal."
meloxicam,ramipril,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
meloxicam,telmisartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
meloxicam,valsartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
meloxicam,warfarin,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo aumentado de sangrado por efecto sinergico sobre la hemostasia.
meperidine,paroxetine,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado.
meperidine,phenelzine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
meperidine,selegiline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
meperidine,sertraline,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado.
meperidine,tranylcypromine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
methotrexate,naproxen,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Aumento de la toxicidad por metotrexato (mielosupresion, dano renal) por reduccion de la eliminacion renal, sobre todo con dosis altas o deterioro renal."
methotrexate,sulfamethoxazole,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Evitar combinacion. Riesgo de pancitopenia, mucositis, nefrotoxicidad y toxicidad grave por metotrexato por efecto antifolato sumado."
methotrexate,trimethoprim,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Evitar combinacion. Riesgo de pancitopenia, mucositis, nefrotoxicidad y toxicidad grave por metotrexato por efecto antifolato sumado."
naproxen,ramipril,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
naproxen,telmisartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
naproxen,valsartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,"Deterioro de la funcion renal, hiperpotasemia y menor efecto antihipertensivo. Vigilar funcion renal y potasio; evitar en riesgo renal."
naproxen,warfarin,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo aumentado de sangrado por efecto sinergico sobre la hemostasia.
naratriptan,phenelzine,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
naratriptan,selegiline,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
naratriptan,tranylcypromine,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
nitroglycerin,sildenafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
nitroglycerin,tadalafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
nitroglycerin,vardenafil,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Hipotension grave por vasodilatacion sumada: combinacion contraindicada.
nortriptyline,phenelzine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Crisis hipertensiva y sindrome serotoninergico por potenciacion adrenergica/serotoninergica. Evitar; respetar periodo de lavado al cambiar entre ellos.
nortriptyline,selegiline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Crisis hipertensiva y sindrome serotoninergico por potenciacion adrenergica/serotoninergica. Evitar; respetar periodo de lavado al cambiar entre ellos.
nortriptyline,tranylcypromine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,Crisis hipertensiva y sindrome serotoninergico por potenciacion adrenergica/serotoninergica. Evitar; respetar periodo de lavado al cambiar entre ellos.
paroxetine,phenelzine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
paroxetine,selegiline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
paroxetine,tramadol,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado.
paroxetine,tranylcypromine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
phenelzine,rizatriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
phenelzine,sertraline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
phenelzine,sumatriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
phenelzine,tramadol,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
phenelzine,venlafaxine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
phenelzine,zolmitriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
potassium chloride,ramipril,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por aporte externo de potasio.
potassium chloride,telmisartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por aporte externo de potasio.
potassium chloride,valsartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por aporte externo de potasio.
ramipril,spironolactone,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por retencion de potasio.
rizatriptan,selegiline,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
rizatriptan,tranylcypromine,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
selegiline,sertraline,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
selegiline,sumatriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
selegiline,tramadol,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
selegiline,venlafaxine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
selegiline,zolmitriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
sertraline,tramadol,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado.
sertraline,tranylcypromine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
spironolactone,telmisartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por retencion de potasio.
spironolactone,valsartan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de hiperpotasemia por retencion de potasio.
sulfamethoxazole,warfarin,MAJOR,ONChigh,onchigh-mx-2026-07-08,Sulfametoxazol/trimetoprima potencia el efecto anticoagulante: riesgo de sangrado.
sumatriptan,tranylcypromine,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
tramadol,tranylcypromine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico o toxicidad opioide. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico y monitorizar estrechamente."
tranylcypromine,venlafaxine,CONTRAINDICATED,ONChigh,onchigh-mx-2026-07-08,"Sindrome serotoninergico. Evitar; si el IMAO (p. ej. linezolid) es imprescindible, suspender el serotoninergico, valorar periodo de lavado y monitorizar estrechamente."
tranylcypromine,zolmitriptan,MAJOR,ONChigh,onchigh-mx-2026-07-08,Riesgo de sindrome serotoninergico por efecto serotoninergico sumado. Evitar; separar del IMAO segun el triptan y valorar alternativa.
trimethoprim,warfarin,MAJOR,ONChigh,onchigh-mx-2026-07-08,Sulfametoxazol/trimetoprima potencia el efecto anticoagulante: riesgo de sangrado.
